linkID,pollutantID,sourceTypeID,ratePerDistance
14,112,31,0.0850642
14,115,31,0.00262681
14,118,31,0.0487235
15,1,31,11.031
15,2,31,537.353
15,3,31,55.8174
15,90,31,38617.8
15,91,31,536956
15,110,31,0.304228
15,112,31,0.255505
15,115,31,0.00262681
15,118,31,0.0487235
16,1,31,18.098
16,2,31,1200.76
16,3,31,82.2344
16,90,31,52859.1
16,91,31,734986
16,110,31,0.584487
16,112,31,0.535764
16,115,31,0.00262681
16,118,31,0.0487235
17,1,31,27.689
17,2,31,3898.29
17,3,31,105.989
17,90,31,62239.4
17,91,31,865460
17,110,31,1.59225
17,112,31,1.54353
17,115,31,0.00262681
17,118,31,0.0487235
18,1,31,3.04753
18,2,31,91.6001
18,3,31,9.21678
18,90,31,14089.2
18,91,31,195911
18,110,31,0.0869251
18,112,31,0.0382016
18,115,31,0.00262681
18,118,31,0.0487235
19,1,31,3.93108
19,2,31,154.965
19,3,31,23.6573
19,90,31,21162.7
19,91,31,294270
19,110,31,0.141362
19,112,31,0.0926389
19,115,31,0.00262681
19,118,31,0.0487235
20,1,31,4.80991
20,2,31,209.323
20,3,31,32.556
20,90,31,27771.6
20,91,31,386153
20,110,31,0.1624
20,112,31,0.113676
20,115,31,0.00262681
20,118,31,0.0487235
21,1,31,7.59435
21,2,31,454.864
21,3,31,49.9886
21,90,31,36002.4
21,91,31,500618
21,110,31,0.191807
21,112,31,0.143083
21,115,31,0.00262681
21,118,31,0.0487235
22,1,31,16.3486
22,2,31,677.157
22,3,31,70.6662
22,90,31,47109.3
22,91,31,655085
22,110,31,0.286533
22,112,31,0.23781
22,115,31,0.00262681
22,118,31,0.0487235
23,1,31,22.2258
23,2,31,1830.5
23,3,31,93.448
23,90,31,62191.8
23,91,31,864825
23,110,31,0.343046
23,112,31,0.294323
23,115,31,0.00262681
23,118,31,0.0487235
1,1,32,2.68875
1,2,32,24.8637
1,3,32,2.647
1,90,32,6296.49
1,91,32,87450.6
1,110,32,0.146352
1,112,32,0.04226
1,115,32,0.00545141
1,118,32,0.104092
2,1,32,1.47195
2,2,32,17.7033
2,3,32,6.85989
2,90,32,4952.07
2,91,32,68774.5
2,110,32,0.158677
2,112,32,0.054585
2,115,32,0.00545141
2,118,32,0.104092
3,1,32,2.55921
3,2,32,65.6534
3,3,32,3.41658
3,90,32,7703.03
3,91,32,106998
3,110,32,0.151458
3,112,32,0.047366
3,115,32,0.00545141
3,118,32,0.104092
4,1,32,2.59452
4,2,32,91.5566
4,3,32,5.97197
4,90,32,9433.5
4,91,32,131027
4,110,32,0.148726
4,112,32,0.0446342
4,115,32,0.00545141
4,118,32,0.104092
5,1,32,4.00357
5,2,32,122.079
5,3,32,10.7942
5,90,32,13407.4
5,91,32,186189
5,110,32,0.232586
5,112,32,0.128494
5,115,32,0.00545141
5,118,32,0.104092
6,1,32,4.72713
6,2,32,169.97
6,3,32,16.6156
6,90,32,17017.5
6,91,32,236294
6,110,32,0.334169
6,112,32,0.230078
6,115,32,0.00545141
6,118,32,0.104092
7,1,32,5.68967
7,2,32,228.202
7,3,32,22.8875
7,90,32,20542.9
7,91,32,285221
7,110,32,0.390648
7,112,32,0.286556
7,115,32,0.00545141
7,118,32,0.104092
8,1,32,7.97477
8,2,32,336.513
8,3,32,37.3312
8,90,32,25621
8,91,32,355687
8,110,32,0.612651
8,112,32,0.50856
8,115,32,0.00545141
8,118,32,0.104092
9,1,32,3.11505
9,2,32,92.7738
9,3,32,5.54359
9,90,32,10100.6
9,91,32,140309
9,110,32,0.131863
9,112,32,0.0277712
9,115,32,0.00545141
9,118,32,0.104092
10,1,32,3.21276
10,2,32,111.624
10,3,32,9.42811
10,90,32,10734.3
10,91,32,149089
10,110,32,0.150153
10,112,32,0.0460613
10,115,32,0.00545141
10,118,32,0.104092
11,1,32,3.75017
11,2,32,138.455
11,3,32,12.4429
11,90,32,13279.2
11,91,32,184395
11,110,32,0.180938
11,112,32,0.0768461
11,115,32,0.00545141
11,118,32,0.104092
12,1,32,4.67023
12,2,32,184.387
12,3,32,18.3119
12,90,32,17160.1
12,91,32,238262
12,110,32,0.241185
12,112,32,0.137093
12,115,32,0.00545141
12,118,32,0.104092
13,1,32,4.87475
13,2,32,223.978
13,3,32,24.386
13,90,32,21907.4
13,91,32,304178
13,110,32,0.290543
13,112,32,0.186452
13,115,32,0.00545141
13,118,32,0.104092
14,1,32,6.13946
14,2,32,311.241
14,3,32,33.9829
14,90,32,29734.2
14,91,32,412842
14,110,32,0.349565
14,112,32,0.245473
14,115,32,0.00545141
14,118,32,0.104092
15,1,32,11.0929
15,2,32,536.684
15,3,32,52.6604
15,90,32,39642.9
15,91,32,550442
15,110,32,0.570317
15,112,32,0.466226
15,115,32,0.00545141
15,118,32,0.104092
16,1,32,17.8361
16,2,32,1147.19
16,3,32,77.1202
16,90,32,54194.2
16,91,32,752522
16,110,32,0.849342
16,112,32,0.74525
16,115,32,0.00545141
16,118,32,0.104092
17,1,32,26.8021
17,2,32,3618.86
17,3,32,102.238
17,90,32,63512.7
17,91,32,882037
17,110,32,1.97664
17,112,32,1.87255
17,115,32,0.00545141
17,118,32,0.104092
18,1,32,3.40461
18,2,32,108.594
18,3,32,11.5617
18,90,32,14432.5
18,91,32,200424
18,110,32,0.17235
18,112,32,0.0682586
18,115,32,0.00545141
18,118,32,0.104092
19,1,32,4.03384
19,2,32,162.632
19,3,32,24.5598
19,90,32,21659.9
19,91,32,300792
19,110,32,0.369214
19,112,32,0.265123
19,115,32,0.00545141
19,118,32,0.104092
20,1,32,4.84139
20,2,32,214.602
20,3,32,32.4603
20,90,32,28518.6
20,91,32,395999
20,110,32,0.435013
20,112,32,0.330922
20,115,32,0.00545141
20,118,32,0.104092
21,1,32,7.42313
21,2,32,451.259
21,3,32,48.7995
21,90,32,36870
21,91,32,512012
21,110,32,0.470329
21,112,32,0.366238
21,115,32,0.00545141
21,118,32,0.104092
22,1,32,14.3551
22,2,32,616.826
22,3,32,67.35
22,90,32,48088.4
22,91,32,667871
22,110,32,0.566119
22,112,32,0.462027
22,115,32,0.00545141
22,118,32,0.104092
23,1,32,19.5722
23,2,32,1622.7
23,3,32,90.1167
23,90,32,63465.2
23,91,32,881455
23,110,32,0.725842
23,112,32,0.62175
23,115,32,0.00545141
23,118,32,0.104092
1,1,41,13.1386
1,2,41,33.1187
1,3,41,77.042
1,90,41,18231.1
1,91,41,247499
1,110,41,4.83205
1,112,41,0.877941
1,115,41,0.134558
1,118,41,3.95411
2,1,41,9.80965
2,2,41,22.5452
2,3,41,64.1151
2,90,41,9057.34
2,91,41,122960
2,110,41,5.01469
2,112,41,1.06058
2,115,41,0.134558
2,118,41,3.95411
3,1,41,18.3596
3,2,41,61.1987
3,3,41,59.827
3,90,41,11917.2
3,91,41,161784
3,110,41,5.49151
3,112,41,1.5374
3,115,41,0.134558
3,118,41,3.95411
4,1,41,18.6114
4,2,41,65.9062
4,3,41,206.748
4,90,41,33857
4,91,41,459632
4,110,41,6.77274
4,112,41,2.81862
4,115,41,0.134558
4,118,41,3.95411
5,1,41,25.1232
5,2,41,125.99
5,3,41,334.324
5,90,41,60357.4
5,91,41,819393
5,110,41,20.0026
5,112,41,16.0485
5,115,41,0.134558
5,118,41,3.95411
6,1,41,27.4254
6,2,41,154.795
6,3,41,443.692
6,90,41,87302.2
6,91,41,1185190
6,110,41,28.219
6,112,41,24.2649
6,115,41,0.134558
6,118,41,3.95411
7,1,41,27.5549
7,2,41,193.398
7,3,41,532.722
7,90,41,109854
7,91,41,1491340
7,110,41,39.8746
7,112,41,35.9205
7,115,41,0.134558
7,118,41,3.95411
8,1,41,25.1408
8,2,41,242.313
8,3,41,741.12
8,90,41,149450
8,91,41,2028890
8,110,41,41.285
8,112,41,37.3309
8,115,41,0.134558
8,118,41,3.95411
9,1,41,19.2429
9,2,41,66.554
9,3,41,43.1136
9,90,41,9536.39
9,91,41,129463
9,110,41,5.57453
9,112,41,1.62042
9,115,41,0.134558
9,118,41,3.95411
10,1,41,23.2869
10,2,41,101.613
10,3,41,250.835
10,90,41,42981.1
10,91,41,583497
10,110,41,8.49302
10,112,41,4.53891
10,115,41,0.134558
10,118,41,3.95411
11,1,41,23.219
11,2,41,118.561
11,3,41,399.215
11,90,41,70226.3
11,91,41,953369
11,110,41,17.0314
11,112,41,13.0773
11,115,41,0.134558
11,118,41,3.95411
12,1,41,24.6807
12,2,41,154.183
12,3,41,577.026
12,90,41,100808
12,91,41,1368540
12,110,41,30.7302
12,112,41,26.7761
12,115,41,0.134558
12,118,41,3.95411
13,1,41,25.649
13,2,41,180.975
13,3,41,711.176
13,90,41,129108
13,91,41,1752740
13,110,41,42.8144
13,112,41,38.8603
13,115,41,0.134558
13,118,41,3.95411
14,1,41,27.2088
14,2,41,219.71
14,3,41,984.333
14,90,41,176042
14,91,41,2389900
14,110,41,57.2811
14,112,41,53.327
14,115,41,0.134558
14,118,41,3.95411
15,1,41,25.2371
15,2,41,237.597
15,3,41,1272.24
15,90,41,246460
15,91,41,3345860
15,110,41,84.295
15,112,41,80.3409
15,115,41,0.134558
15,118,41,3.95411
16,1,41,32.4477
16,2,41,305.482
16,3,41,1596.58
16,90,41,316876
16,91,41,4301810
16,110,41,126.635
16,112,41,122.681
16,115,41,0.134558
16,118,41,3.95411
17,1,41,39.6583
17,2,41,373.368
17,3,41,1951.38
17,90,41,387293
17,91,41,5257770
17,110,41,156.621
17,112,41,152.667
17,115,41,0.134558
17,118,41,3.95411
18,1,41,27.6653
18,2,41,114.815
18,3,41,171.377
18,90,41,37947.4
18,91,41,515162
18,110,41,10.5485
18,112,41,6.5944
18,115,41,0.134558
18,118,41,3.95411
19,1,41,27.3172
19,2,41,146.006
19,3,41,725.527
19,90,41,113707
19,91,41,1543640
19,110,41,23.5698
19,112,41,19.6157
19,115,41,0.134558
19,118,41,3.95411
20,1,41,29.1875
20,2,41,212.766
20,3,41,1059.49
20,90,41,176596
20,91,41,2397420
20,110,41,34.1311
20,112,41,30.177
20,115,41,0.134558
20,118,41,3.95411
21,1,41,34.2001
21,2,41,179.497
21,3,41,1387.8
21,90,41,247235
21,91,41,3356390
21,110,41,48.1441
21,112,41,44.19
21,115,41,0.134558
21,118,41,3.95411
22,1,41,43.9717
22,2,41,230.783
22,3,41,1749.53
22,90,41,317873
22,91,41,4315340
22,110,41,70.0118
22,112,41,66.0577
22,115,41,0.134558
22,118,41,3.95411
23,1,41,53.7431
23,2,41,282.068
23,3,41,2138.31
23,90,41,388511
23,91,41,5274300
23,110,41,85.2991
23,112,41,81.345
23,115,41,0.134558
23,118,41,3.95411
1,1,42,26.0885
1,2,42,52.5831
1,3,42,55.6419
1,90,42,17102.2
1,91,42,236317
1,110,42,4.63155
1,112,42,0.750533
1,115,42,0.118884
1,118,42,3.88101
2,1,42,17.588
2,2,42,31.0373
2,3,42,116.836
2,90,42,8907.4
2,91,42,124230
2,110,42,4.70184
2,112,42,0.82083
2,115,42,0.118884
2,118,42,3.88101
3,1,42,32.9888
3,2,42,94.4031
3,3,42,80.189
3,90,42,11723.6
3,91,42,163513
3,110,42,5.14805
3,112,42,1.26704
3,115,42,0.118884
3,118,42,3.88101
4,1,42,45.7237
4,2,42,109.712
4,3,42,237.568
4,90,42,32559
4,91,42,452103
4,110,42,6.70088
4,112,42,2.81987
4,115,42,0.118884
4,118,42,3.88101
5,1,42,105.141
5,2,42,240.051
5,3,42,373.07
5,90,42,61511.8
5,91,42,863541
5,110,42,21.9062
5,112,42,18.0252
5,115,42,0.118884
5,118,42,3.88101
6,1,42,161.869
6,2,42,335.129
6,3,42,512.96
6,90,42,90903.1
6,91,42,1281100
6,110,42,29.9503
6,112,42,26.0692
6,115,42,0.118884
6,118,42,3.88101
7,1,42,215.328
7,2,42,443.072
7,3,42,617.726
7,90,42,116473
7,91,42,1646710
7,110,42,41.745
7,112,42,37.864
7,115,42,0.118884
7,118,42,3.88101
8,1,42,295.765
8,2,42,603.108
8,3,42,722.594
8,90,42,159591
8,91,42,2259070
8,110,42,41.8204
8,112,42,37.9394
8,115,42,0.118884
8,118,42,3.88101
9,1,42,36.8491
9,2,42,99.9264
9,3,42,77.3138
9,90,42,10126.4
9,91,42,143217
9,110,42,5.65963
9,112,42,1.77862
9,115,42,0.118884
9,118,42,3.88101
10,1,42,45.7519
10,2,42,146.115
10,3,42,294.089
10,90,42,40994.8
10,91,42,568307
10,110,42,9.14759
10,112,42,5.26657
10,115,42,0.118884
10,118,42,3.88101
11,1,42,77.828
11,2,42,248.366
11,3,42,461.581
11,90,42,70690.3
11,91,42,990135
11,110,42,19.1308
11,112,42,15.2498
11,115,42,0.118884
11,118,42,3.88101
12,1,42,95.1471
12,2,42,334.87
12,3,42,621.556
12,90,42,98862.9
12,91,42,1377920
12,110,42,33.9346
12,112,42,30.0536
12,115,42,0.118884
12,118,42,3.88101
13,1,42,123.714
13,2,42,427.15
13,3,42,713.388
13,90,42,127960
13,91,42,1787050
13,110,42,49.3328
13,112,42,45.4518
13,115,42,0.118884
13,118,42,3.88101
14,1,42,167.592
14,2,42,589.127
14,3,42,1112.65
14,90,42,175250
14,91,42,2449480
14,110,42,67.8847
14,112,42,64.0037
14,115,42,0.118884
14,118,42,3.88101
15,1,42,225.316
15,2,42,744.607
15,3,42,1557.71
15,90,42,245350
15,91,42,3429280
15,110,42,105.874
15,112,42,101.993
15,115,42,0.118884
15,118,42,3.88101
16,1,42,289.693
16,2,42,957.351
16,3,42,2002.76
16,90,42,315450
16,91,42,4409070
16,110,42,167.701
16,112,42,163.82
16,115,42,0.118884
16,118,42,3.88101
17,1,42,354.069
17,2,42,1170.1
17,3,42,2447.82
17,90,42,385550
17,91,42,5388860
17,110,42,213.249
17,112,42,209.368
17,115,42,0.118884
17,118,42,3.88101
18,1,42,48.9086
18,2,42,187.702
18,3,42,268.171
18,90,42,38989.1
18,91,42,548171
18,110,42,10.397
18,112,42,6.516
18,115,42,0.118884
18,118,42,3.88101
19,1,42,74.8731
19,2,42,312.792
19,3,42,652.789
19,90,42,110735
19,91,42,1541310
19,110,42,23.8146
19,112,42,19.9336
19,115,42,0.118884
19,118,42,3.88101
20,1,42,108.329
20,2,42,525.641
20,3,42,1175.69
20,90,42,173248
20,91,42,2414800
20,110,42,37.1823
20,112,42,33.3013
20,115,42,0.118884
20,118,42,3.88101
21,1,42,153.725
21,2,42,541.697
21,3,42,1645.96
21,90,42,242548
21,91,42,3380720
21,110,42,56.1232
21,112,42,52.2422
21,115,42,0.118884
21,118,42,3.88101
22,1,42,197.646
22,2,42,696.468
22,3,42,2116.24
22,90,42,311846
22,91,42,4346630
22,110,42,86.6219
22,112,42,82.7409
22,115,42,0.118884
22,118,42,3.88101
23,1,42,241.568
23,2,42,851.237
23,3,42,2586.51
23,90,42,381145
23,91,42,5312550
23,110,42,108.335
23,112,42,104.454
23,115,42,0.118884
23,118,42,3.88101
1,1,43,21.2888
1,2,43,39.1623
1,3,43,70.8017
1,90,43,17860.8
1,91,43,242616
1,110,43,4.76181
1,112,43,1.02512
1,115,43,0.116681
1,118,43,3.73669
2,1,43,12.5927
2,2,43,25.0305
2,3,43,51.9074
2,90,43,9001.04
2,91,43,122310
2,110,43,5.1351
2,112,43,1.39841
2,115,43,0.116681
2,118,43,3.73669
3,1,43,26.3453
3,2,43,62.4084
3,3,43,46.8811
3,90,43,11844.2
3,91,43,160945
3,110,43,5.62078
3,112,43,1.88409
3,115,43,0.116681
3,118,43,3.73669
4,1,43,26.0057
4,2,43,83.6243
4,3,43,181.735
4,90,43,33415.2
4,91,43,453988
4,110,43,6.28097
4,112,43,2.54428
4,115,43,0.116681
4,118,43,3.73669
5,1,43,43.6062
5,2,43,270.898
5,3,43,307.7
5,90,43,60660.1
5,91,43,824506
5,110,43,14.695
5,112,43,10.9584
5,115,43,0.116681
5,118,43,3.73669
6,1,43,52.067
6,2,43,385.379
6,3,43,420.057
6,90,43,88352
6,91,43,1201100
6,110,43,22.6323
6,112,43,18.8956
6,115,43,0.116681
6,118,43,3.73669
7,1,43,59.9476
7,2,43,512.853
7,3,43,504.672
7,90,43,111837
7,91,43,1520590
7,110,43,32.7389
7,112,43,29.0022
7,115,43,0.116681
7,118,43,3.73669
8,1,43,62.6719
8,2,43,680.411
8,3,43,691.243
8,90,43,152518
8,91,43,2073820
8,110,43,36.6147
8,112,43,32.878
8,115,43,0.116681
8,118,43,3.73669
9,1,43,28.8331
9,2,43,79.2967
9,3,43,32.2514
9,90,43,9710.42
9,91,43,132026
9,110,43,4.80625
9,112,43,1.06956
9,115,43,0.116681
9,118,43,3.73669
10,1,43,34.0519
10,2,43,128.227
10,3,43,217.153
10,90,43,42312.9
10,91,43,574840
10,110,43,6.33805
10,112,43,2.60136
10,115,43,0.116681
10,118,43,3.73669
11,1,43,38.7215
11,2,43,279.599
11,3,43,358.802
11,90,43,70301.4
11,91,43,955463
11,110,43,11.4779
11,112,43,7.74124
11,115,43,0.116681
11,118,43,3.73669
12,1,43,40.4215
12,2,43,456.705
12,3,43,524.35
12,90,43,100093
12,91,43,1360090
12,110,43,22.1942
12,112,43,18.4575
12,115,43,0.116681
12,118,43,3.73669
13,1,43,45.7153
13,2,43,602.607
13,3,43,645.787
13,90,43,128616
13,91,43,1747810
13,110,43,27.2379
13,112,43,23.5012
13,115,43,0.116681
13,118,43,3.73669
14,1,43,52.5924
14,2,43,797.285
14,3,43,879.445
14,90,43,175617
14,91,43,2386620
14,110,43,34.1375
14,112,43,30.4008
14,115,43,0.116681
14,118,43,3.73669
15,1,43,51.4149
15,2,43,1031.17
15,3,43,1153.58
15,90,43,245864
15,91,43,3341270
15,110,43,42.7467
15,112,43,39.01
15,115,43,0.116681
15,118,43,3.73669
16,1,43,66.1049
16,2,43,1325.79
16,3,43,1480.65
16,90,43,316111
16,91,43,4295910
16,110,43,53.5306
16,112,43,49.7939
16,115,43,0.116681
16,118,43,3.73669
17,1,43,80.795
17,2,43,1620.41
17,3,43,1809.69
17,90,43,386358
17,91,43,5250550
17,110,43,61.003
17,112,43,57.2663
17,115,43,0.116681
17,118,43,3.73669
18,1,43,34.1209
18,2,43,142.492
18,3,43,165.196
18,90,43,38236.5
18,91,43,519750
18,110,43,9.57833
18,112,43,5.84165
18,115,43,0.116681
18,118,43,3.73669
19,1,43,37.5737
19,2,43,372.003
19,3,43,640.09
19,90,43,112653
19,91,43,1530690
19,110,43,20.6728
19,112,43,16.9361
19,115,43,0.116681
19,118,43,3.73669
20,1,43,40.5905
20,2,43,551.989
20,3,43,964.341
20,90,43,175360
20,91,43,2382860
20,110,43,25.5032
20,112,43,21.7665
20,115,43,0.116681
20,118,43,3.73669
21,1,43,37.9886
21,2,43,693.683
21,3,43,1287.24
21,90,43,245505
21,91,43,3336010
21,110,43,30.4334
21,112,43,26.6968
21,115,43,0.116681
21,118,43,3.73669
22,1,43,48.8425
22,2,43,891.879
22,3,43,1652.79
22,90,43,315648
22,91,43,4289140
22,110,43,37.4917
22,112,43,33.7551
22,115,43,0.116681
22,118,43,3.73669
23,1,43,59.6964
23,2,43,1090.07
23,3,43,2020.08
23,90,43,385792
23,91,43,5242280
23,110,43,41.6264
23,112,43,37.8897
23,115,43,0.116681
23,118,43,3.73669
1,1,52,17.2633
1,2,52,60.2296
1,3,52,53.2443
1,90,52,15554.3
1,91,52,212286
1,110,52,3.37472
1,112,52,0.682876
1,115,52,0.0837394
1,118,52,2.69184
2,1,52,10.2979
2,2,52,29.2034
2,3,52,40.2089
2,90,52,8726.84
2,91,52,119371
2,110,52,3.58949
2,112,52,0.89765
2,115,52,0.0837394
2,118,52,2.69184
3,1,52,21.091
3,2,52,86.7373
3,3,52,39.2823
3,90,52,11490.1
3,91,52,157171
3,110,52,3.93806
3,112,52,1.24621
3,115,52,0.0837394
3,118,52,2.69184
4,1,52,24.5083
4,2,52,171.833
4,3,52,143.005
4,90,52,30818
4,91,52,421122
4,110,52,4.54201
4,112,52,1.85016
4,115,52,0.0837394
4,118,52,2.69184
5,1,52,53.7923
5,2,52,673.069
5,3,52,257.671
5,90,52,63382.6
5,91,52,868221
5,110,52,11.733
5,112,52,9.04111
5,115,52,0.0837394
5,118,52,2.69184
6,1,52,77.0735
6,2,52,1078.8
6,3,52,360.187
6,90,52,96387
6,91,52,1321340
6,110,52,17.504
6,112,52,14.8121
6,115,52,0.0837394
6,118,52,2.69184
