linkID,pollutantID,sourceTypeID,ratePerDistance
7,1,52,99.5627
7,2,52,1492.83
7,3,52,445.229
7,90,52,126382
7,91,52,1733580
7,110,52,25.0454
7,112,52,22.3535
7,115,52,0.0837394
7,118,52,2.69184
8,1,52,128.677
8,2,52,2101.36
8,3,52,617.878
8,90,52,174711
8,91,52,2397070
8,110,52,27.3024
8,112,52,24.6106
8,115,52,0.0837394
8,118,52,2.69184
9,1,52,23.4515
9,2,52,115.037
9,3,52,30.8427
9,90,52,11006.8
9,91,52,150986
9,110,52,3.59164
9,112,52,0.899794
9,115,52,0.0837394
9,118,52,2.69184
10,1,52,27.8797
10,2,52,200.21
10,3,52,173.956
10,90,52,38294.2
10,91,52,523075
10,110,52,5.0097
10,112,52,2.31786
10,115,52,0.0837394
10,118,52,2.69184
11,1,52,41.7212
11,2,52,855.305
11,3,52,296.762
11,90,52,71602.8
11,91,52,980358
11,110,52,9.55418
11,112,52,6.86233
11,115,52,0.0837394
11,118,52,2.69184
12,1,52,45.1261
12,2,52,1195.56
12,3,52,421.26
12,90,52,96411.6
12,91,52,1318610
12,110,52,17.9793
12,112,52,15.2874
12,115,52,0.0837394
12,118,52,2.69184
13,1,52,56.2017
13,2,52,1648.92
13,3,52,525.433
13,90,52,126752
13,91,52,1734340
13,110,52,23.2247
13,112,52,20.5329
13,115,52,0.0837394
13,118,52,2.69184
14,1,52,72.3955
14,2,52,2318.82
14,3,52,723.191
14,90,52,174706
14,91,52,2390940
14,110,52,30.1426
14,112,52,27.4507
14,115,52,0.0837394
14,118,52,2.69184
15,1,52,88.5041
15,2,52,3191.42
15,3,52,956.169
15,90,52,244588
15,91,52,3347320
15,110,52,42.1417
15,112,52,39.4499
15,115,52,0.0837394
15,118,52,2.69184
16,1,52,113.791
16,2,52,4103.25
16,3,52,1220.16
16,90,52,314470
16,91,52,4303690
16,110,52,59.8836
16,112,52,57.1917
16,115,52,0.0837394
16,118,52,2.69184
17,1,52,139.078
17,2,52,5015.08
17,3,52,1491.31
17,90,52,384353
17,91,52,5260070
17,110,52,75.4607
17,112,52,72.7688
17,115,52,0.0837394
17,118,52,2.69184
18,1,52,26.9528
18,2,52,282.868
18,3,52,147.224
18,90,52,40619.8
18,91,52,556581
18,110,52,7.0375
18,112,52,4.34565
18,115,52,0.0837394
18,118,52,2.69184
19,1,52,36.5298
19,2,52,1011.46
19,3,52,521.013
19,90,52,106849
19,91,52,1460910
19,110,52,15.5511
19,112,52,12.8593
19,115,52,0.0837394
19,118,52,2.69184
20,1,52,47.1727
20,2,52,1649.64
20,3,52,785.748
20,90,52,169027
20,91,52,2311800
20,110,52,20.5223
20,112,52,17.8304
20,115,52,0.0837394
20,118,52,2.69184
21,1,52,56.3659
21,2,52,2243.37
21,3,52,1052.7
21,90,52,236638
21,91,52,3236520
21,110,52,26.7019
21,112,52,24.01
21,115,52,0.0837394
21,118,52,2.69184
22,1,52,72.4705
22,2,52,2884.34
22,3,52,1345.31
22,90,52,304248
22,91,52,4161230
22,110,52,36.5638
22,112,52,33.872
22,115,52,0.0837394
22,118,52,2.69184
23,1,52,88.575
23,2,52,3525.3
23,3,52,1644.26
23,90,52,371859
23,91,52,5085950
23,110,52,42.1292
23,112,52,39.4373
23,115,52,0.0837394
23,118,52,2.69184
1,1,53,19.3018
1,2,53,57.6692
1,3,53,58.1352
1,90,53,16615.2
1,91,53,226229
1,110,53,3.695
1,112,53,0.769407
1,115,53,0.0972779
1,118,53,2.92559
2,1,53,11.3795
2,2,53,28.856
2,3,53,46.0817
2,90,53,8846.74
2,91,53,120632
2,110,53,3.94033
2,112,53,1.01473
2,115,53,0.0972779
2,118,53,2.92559
3,1,53,23.5576
3,2,53,84.6242
3,3,53,43.5696
3,90,53,11644.5
3,91,53,158784
3,110,53,4.22272
3,112,53,1.29712
3,115,53,0.0972779
3,118,53,2.92559
4,1,53,26.3359
4,2,53,158.87
4,3,53,155.559
4,90,53,31998.7
4,91,53,436033
4,110,53,4.91258
4,112,53,1.98699
4,115,53,0.0972779
4,118,53,2.92559
5,1,53,54.9699
5,2,53,598.172
5,3,53,280.714
5,90,53,62053.1
5,91,53,847020
5,110,53,12.4258
5,112,53,9.50016
5,115,53,0.0972779
5,118,53,2.92559
6,1,53,76.2879
6,2,53,945.206
6,3,53,392.784
6,90,53,92551.5
6,91,53,1264060
6,110,53,18.2984
6,112,53,15.3728
6,115,53,0.0972779
6,118,53,2.92559
7,1,53,97.106
7,2,53,1302.9
7,3,53,485.171
7,90,53,119486
7,91,53,1632720
7,110,53,25.8278
7,112,53,22.9022
7,115,53,0.0972779
7,118,53,2.92559
8,1,53,121.707
8,2,53,1822.45
8,3,53,670.888
8,90,53,164208
8,91,53,2244220
8,110,53,28.2335
8,112,53,25.3079
8,115,53,0.0972779
8,118,53,2.92559
9,1,53,25.9841
9,2,53,111.738
9,3,53,33.6903
9,90,53,10392.4
9,91,53,142010
9,110,53,3.81568
9,112,53,0.890086
9,115,53,0.0972779
9,118,53,2.92559
10,1,53,31.098
10,2,53,192.09
10,3,53,187.784
10,90,53,40129.2
10,91,53,546683
10,110,53,5.30412
10,112,53,2.37852
10,115,53,0.0972779
10,118,53,2.92559
11,1,53,43.0701
11,2,53,754.399
11,3,53,320.273
11,90,53,70927
11,91,53,967810
11,110,53,10.0391
11,112,53,7.11349
11,115,53,0.0972779
11,118,53,2.92559
12,1,53,46.2954
12,2,53,1032.5
12,3,53,459.799
12,90,53,98030.6
12,91,53,1336630
12,110,53,18.9383
12,112,53,16.0128
12,115,53,0.0972779
12,118,53,2.92559
13,1,53,56.5758
13,2,53,1416.94
13,3,53,574.568
13,90,53,127494
13,91,53,1738900
13,110,53,24.0927
13,112,53,21.1672
13,115,53,0.0972779
13,118,53,2.92559
14,1,53,71.3324
14,2,53,1980.29
14,3,53,786.087
14,90,53,174955
14,91,53,2386540
14,110,53,31.4114
14,112,53,28.4858
14,115,53,0.0972779
14,118,53,2.92559
15,1,53,83.6383
15,2,53,2706.42
15,3,53,1042.15
15,90,53,244938
15,91,53,3341160
15,110,53,43.5516
15,112,53,40.626
15,115,53,0.0972779
15,118,53,2.92559
16,1,53,107.535
16,2,53,3479.68
16,3,53,1327.56
16,90,53,314920
16,91,53,4295770
16,110,53,62.1041
16,112,53,59.1785
16,115,53,0.0972779
16,118,53,2.92559
17,1,53,131.432
17,2,53,4252.94
17,3,53,1622.58
17,90,53,384902
17,91,53,5250380
17,110,53,78.4101
17,112,53,75.4845
17,115,53,0.0972779
17,118,53,2.92559
18,1,53,30.1951
18,2,53,261.234
18,3,53,160.047
18,90,53,39470.6
18,91,53,538891
18,110,53,7.48436
18,112,53,4.55877
18,115,53,0.0972779
18,118,53,2.92559
19,1,53,38.6218
19,2,53,879.017
19,3,53,562.059
19,90,53,109446
19,91,53,1491950
19,110,53,16.2603
19,112,53,13.3347
19,115,53,0.0972779
19,118,53,2.92559
20,1,53,47.7428
20,2,53,1421.1
20,3,53,862.66
20,90,53,171807
20,91,53,2342580
20,110,53,21.5395
20,112,53,18.6139
20,115,53,0.0972779
20,118,53,2.92559
21,1,53,54.1291
21,2,53,1916.58
21,3,53,1159.3
21,90,53,240530
21,91,53,3279610
21,110,53,28.0024
21,112,53,25.0768
21,115,53,0.0972779
21,118,53,2.92559
22,1,53,69.5946
22,2,53,2464.18
22,3,53,1479.56
22,90,53,309252
22,91,53,4216630
22,110,53,38.257
22,112,53,35.3314
22,115,53,0.0972779
22,118,53,2.92559
23,1,53,85.06
23,2,53,3011.77
23,3,53,1808.36
23,90,53,377974
23,91,53,5153660
23,110,53,44.1168
23,112,53,41.1912
23,115,53,0.0972779
23,118,53,2.92559
1,1,61,12.9276
1,2,61,42.5361
1,3,61,89.65
1,90,61,18153.2
1,91,61,246445
1,110,61,5.64546
1,112,61,0.927211
1,115,61,0.134276
1,118,61,4.71824
2,1,61,10.8618
2,2,61,25.7535
2,3,61,81.6667
2,90,61,9018.67
2,91,61,122437
2,110,61,5.7875
2,112,61,1.06925
2,115,61,0.134276
2,118,61,4.71824
3,1,61,17.7504
3,2,61,76.7046
3,3,61,78.1979
3,90,61,11873.4
3,91,61,161192
3,110,61,6.56168
3,112,61,1.84343
3,115,61,0.134276
3,118,61,4.71824
4,1,61,18.5765
4,2,61,81.9047
4,3,61,268.238
4,90,61,33753.2
4,91,61,458229
4,110,61,8.19373
4,112,61,3.47548
4,115,61,0.134276
4,118,61,4.71824
5,1,61,24.7598
5,2,61,159.171
5,3,61,427.494
5,90,61,60244.3
5,91,61,817876
5,110,61,26.2212
5,112,61,21.5029
5,115,61,0.134276
5,118,61,4.71824
6,1,61,27.3374
6,2,61,202.815
6,3,61,560.917
6,90,61,87174.8
6,91,61,1183490
6,110,61,37.533
6,112,61,32.8148
6,115,61,0.134276
6,118,61,4.71824
7,1,61,27.7282
7,2,61,259.774
7,3,61,675.335
7,90,61,109723
7,91,61,1489610
7,110,61,52.464
7,112,61,47.7458
7,115,61,0.134276
7,118,61,4.71824
8,1,61,25.9687
8,2,61,338.134
8,3,61,950.865
8,90,61,149334
8,91,61,2027360
8,110,61,53.4564
8,112,61,48.7381
8,115,61,0.134276
8,118,61,4.71824
9,1,61,19.0599
9,2,61,81.7623
9,3,61,57.9476
9,90,61,9507.94
9,91,61,129081
9,110,61,6.93754
9,112,61,2.2193
9,115,61,0.134276
9,118,61,4.71824
10,1,61,22.6116
10,2,61,116.555
10,3,61,334.341
10,90,61,42864
10,91,61,581916
10,110,61,10.837
10,112,61,6.11872
10,115,61,0.134276
10,118,61,4.71824
11,1,61,22.9904
11,2,61,139.134
11,3,61,533.383
11,90,61,70090.1
11,91,61,951541
11,110,61,22.6243
11,112,61,17.906
11,115,61,0.134276
11,118,61,4.71824
12,1,61,24.8866
12,2,61,192.146
12,3,61,775.78
12,90,61,100624
12,91,61,1366070
12,110,61,40.9521
12,112,61,36.2339
12,115,61,0.134276
12,118,61,4.71824
13,1,61,25.7942
13,2,61,231.528
13,3,61,944.966
13,90,61,128897
13,91,61,1749900
13,110,61,58.2146
13,112,61,53.4964
13,115,61,0.134276
13,118,61,4.71824
14,1,61,27.6756
14,2,61,306.067
14,3,61,1316.05
14,90,61,175834
14,91,61,2387110
14,110,61,80.6981
14,112,61,75.9798
14,115,61,0.134276
14,118,61,4.71824
15,1,61,27.2416
15,2,61,351.191
15,3,61,1751.16
15,90,61,246168
15,91,61,3341960
15,110,61,126.051
15,112,61,121.333
15,115,61,0.134276
15,118,61,4.71824
16,1,61,35.0249
16,2,61,451.532
16,3,61,2210.05
16,90,61,316501
16,91,61,4296800
16,110,61,201.042
16,112,61,196.324
16,115,61,0.134276
16,118,61,4.71824
17,1,61,42.8083
17,2,61,551.872
17,3,61,2701.18
17,90,61,386834
17,91,61,5251640
17,110,61,255.84
17,112,61,251.122
17,115,61,0.134276
17,118,61,4.71824
18,1,61,30.3257
18,2,61,140.078
18,3,61,204.717
18,90,61,37869.6
18,91,61,514118
18,110,61,13.108
18,112,61,8.38971
18,115,61,0.134276
18,118,61,4.71824
19,1,61,30.3108
19,2,61,186.734
19,3,61,991.558
19,90,61,113512
19,91,61,1541030
19,110,61,29.8641
19,112,61,25.1459
19,115,61,0.134276
19,118,61,4.71824
20,1,61,33.9038
20,2,61,306.302
20,3,61,1408.73
20,90,61,176346
20,91,61,2394060
20,110,61,45.9656
20,112,61,41.2473
20,115,61,0.134276
20,118,61,4.71824
21,1,61,45.5146
21,2,61,265.258
21,3,61,1881.68
21,90,61,246885
21,91,61,3351690
21,110,61,68.8619
21,112,61,64.1437
21,115,61,0.134276
21,118,61,4.71824
22,1,61,58.519
22,2,61,341.046
22,3,61,2382.49
22,90,61,317422
22,91,61,4309300
22,110,61,106.146
22,112,61,101.428
22,115,61,0.134276
22,118,61,4.71824
23,1,61,71.5232
23,2,61,416.833
23,3,61,2911.94
23,90,61,387961
23,91,61,5266920
23,110,61,132.981
23,112,61,128.263
23,115,61,0.134276
23,118,61,4.71824
1,1,62,8.84096
1,2,62,26.9316
1,3,62,70.2593
1,90,62,18338.3
1,91,62,248955
1,110,62,4.20467
1,112,62,0.754443
1,115,62,0.145968
1,118,62,3.45023
2,1,62,7.73619
2,2,62,21.0007
2,3,62,58.686
2,90,62,9113.03
2,91,62,123716
2,110,62,4.28622
2,112,62,0.835995
2,115,62,0.145968
2,118,62,3.45023
3,1,62,14.2456
3,2,62,54.0341
3,3,62,55.7316
3,90,62,11983.2
3,91,62,162680
3,110,62,4.3699
3,112,62,0.91967
3,115,62,0.145968
3,118,62,3.45023
4,1,62,15.0412
4,2,62,59.0714
4,3,62,176.739
4,90,62,34018.7
4,91,62,461827
4,110,62,5.87862
4,112,62,2.42839
4,115,62,0.145968
4,118,62,3.45023
5,1,62,18.6307
5,2,62,104.03
5,3,62,285.277
5,90,62,60592.6
5,91,62,822585
5,110,62,17.7611
5,112,62,14.3109
5,115,62,0.145968
5,118,62,3.45023
6,1,62,20.5818
6,2,62,131.681
6,3,62,379.349
6,90,62,87616.8
6,91,62,1189460
6,110,62,22.4665
6,112,62,19.0163
6,115,62,0.145968
6,118,62,3.45023
7,1,62,19.2705
7,2,62,164.154
7,3,62,459.017
7,90,62,110231
7,91,62,1496460
7,110,62,32.1388
7,112,62,28.6886
7,115,62,0.145968
7,118,62,3.45023
8,1,62,19.0353
8,2,62,212.691
8,3,62,635.87
8,90,62,149908
8,91,62,2035100
8,110,62,32.2652
8,112,62,28.8149
8,115,62,0.145968
8,118,62,3.45023
9,1,62,14.287
9,2,62,54.7852
9,3,62,41.1827
9,90,62,9586.85
9,91,62,130148
9,110,62,4.62192
9,112,62,1.17169
9,115,62,0.145968
9,118,62,3.45023
10,1,62,17.5918
10,2,62,88.5936
10,3,62,208.552
10,90,62,43169.2
10,91,62,586051
10,110,62,7.55605
10,112,62,4.10582
10,115,62,0.145968
10,118,62,3.45023
11,1,62,17.49
11,2,62,104.979
11,3,62,324.419
11,90,62,70499.2
11,91,62,957075
11,110,62,15.1894
11,112,62,11.7392
11,115,62,0.145968
11,118,62,3.45023
12,1,62,18.3121
12,2,62,134.597
12,3,62,455.594
12,90,62,101173
12,91,62,1373490
12,110,62,26.5207
12,112,62,23.0705
12,115,62,0.145968
12,118,62,3.45023
13,1,62,18.2626
13,2,62,157.045
13,3,62,574.994
13,90,62,129558
13,91,62,1758840
13,110,62,39.5731
13,112,62,36.1228
13,115,62,0.145968
13,118,62,3.45023
14,1,62,18.7964
14,2,62,192.163
14,3,62,796.328
14,90,62,176578
14,91,62,2397170
14,110,62,52.9158
14,112,62,49.4656
14,115,62,0.145968
14,118,62,3.45023
15,1,62,19.0205
15,2,62,215.475
15,3,62,967.704
15,90,62,247210
15,91,62,3356040
15,110,62,79.0219
15,112,62,75.5716
15,115,62,0.145968
15,118,62,3.45023
16,1,62,24.455
16,2,62,277.04
16,3,62,1181.45
16,90,62,317841
16,91,62,4314910
16,110,62,120.069
16,112,62,116.619
16,115,62,0.145968
16,118,62,3.45023
17,1,62,29.8894
17,2,62,338.604
17,3,62,1443.99
17,90,62,388472
17,91,62,5273770
17,110,62,148.932
17,112,62,145.482
17,115,62,0.145968
17,118,62,3.45023
18,1,62,22.1631
18,2,62,104.35
18,3,62,158.914
18,90,62,38104.1
18,91,62,517288
18,110,62,7.92586
18,112,62,4.47563
18,115,62,0.145968
18,118,62,3.45023
19,1,62,21.1898
19,2,62,133.557
19,3,62,577.305
19,90,62,114099
19,91,62,1548980
19,110,62,18.2037
19,112,62,14.7535
19,115,62,0.145968
19,118,62,3.45023
20,1,62,23.2383
20,2,62,198.638
20,3,62,854.683
20,90,62,177161
20,91,62,2405080
20,110,62,27.1875
20,112,62,23.7372
20,115,62,0.145968
20,118,62,3.45023
21,1,62,30.7905
21,2,62,167.542
21,3,62,1064.22
21,90,62,248025
21,91,62,3367110
21,110,62,39.3384
21,112,62,35.8881
21,115,62,0.145968
21,118,62,3.45023
22,1,62,39.5879
22,2,62,215.411
22,3,62,1312.55
22,90,62,318888
22,91,62,4329130
22,110,62,58.2583
22,112,62,54.8081
22,115,62,0.145968
22,118,62,3.45023
23,1,62,48.3852
23,2,62,263.28
23,3,62,1604.23
23,90,62,389752
23,91,62,5291150
23,110,62,71.45
23,112,62,67.9998
23,115,62,0.145968
23,118,62,3.45023
