30,47.4866,3131.22,235.755,65406.2,907420,24.0427
33,12.5439,149.283,32.9827,14440.5,200331,1.88045
35,12.7555,218.336,78.6045,22384.4,310519,2.32278
37,13.9936,266.5,106.703,29621.8,410870,2.73098
38,15.6469,366.667,134.56,37962.6,526623,3.0774
39,20.9976,676.257,169.276,49282.5,683754,4.60508
40,30.777,1904.73,244.412,64597.9,896256,5.85375

0,13.3786,58.0272,146.932,15951.1,217515,4.69778
1,13.1144,32.6549,138.163,7856.27,107131,5.09167
11,18.4525,104.059,128.695,10542.3,143758,10.8628
12,20.1772,109.837,440.856,30676.6,418318,15.1756
13,25.8073,209.031,700.329,56189,766213,39.3986
14,28.6937,271.576,910.041,81994,1.1181e+006,55.8195
15,28.8171,352.384,1092.35,103692,1.41398e+006,80.4003
16,27.6588,469.899,1560.52,142627,1.94492e+006,80.5686
21,20.2176,108.167,94.8383,8502.56,115944,16.4333
22,23.5214,146.619,557.292,39429.8,537678,33.2932
23,24.2151,172.45,891.104,65393.8,891733,39.8795
24,26.7714,244.39,1287.82,94647.6,1.29065e+006,64.2529
25,27.3537,297.144,1567.47,121702,1.65957e+006,90.3616
27,29.436,415.038,2208.91,168112,2.29243e+006,126.672
28,31.0337,488.016,2952.18,235356,3.2094e+006,200.229
29,39.9004,627.449,3692.49,302601,4.12637e+006,319.462
30,48.7671,766.883,4513.05,369845,5.04334e+006,405.176
33,36.413,185.736,326.647,35078.1,478337,28.7636
35,36.486,246.632,1671.06,107265,1.46271e+006,47.902
37,42.5403,438.044,2365.4,167890,2.2894e+006,73.8959
38,64.1877,374.132,3156.15,235045,3.20516e+006,114.71
39,82.5274,481.028,3966.26,302200,4.12091e+006,179.393
40,100.867,587.924,4847.66,369356,5.03667e+006,225.193

0,19.2106,91.7306,115.814,15326.9,210592,4.40881
1,17.9565,48.9818,268.529,7709.02,106380,4.77656
11,25.2607,154.831,162.118,10345.9,142771,10.4538
12,28.8623,199.281,535.361,29799.4,410370,14.5471
13,42.1908,569.504,791.046,56032.8,775733,38.1405
14,52.0097,847.999,1048.07,82582.2,1.14554e+006,54.6409
15,58.5967,1151.68,1223.89,105324,1.46341e+006,77.8254
16,66.1037,1601.78,1361.19,145359,2.02099e+006,78.0273
21,28.403,170.062,155.411,8642.64,120102,15.7215
22,32.8922,244.182,674.284,38161.6,525130,31.8297
23,38.0402,563.772,1021.45,64843.7,896698,38.4833
24,43.9006,801.594,1364.28,92746.5,1.2795e+006,62.3345
25,48.5305,1064.53,1528.4,119827,1.65468e+006,87.8325
27,57.0646,1514.02,2345.24,165851,2.29116e+006,124.716
28,66.7959,1997.72,3283.34,232192,3.20761e+006,200.718
29,85.8806,2568.49,4221.44,298532,4.12407e+006,326.211
30,104.965,3139.26,5159.53,364872,5.04053e+006,418.177
33,49.7412,327.284,563.55,35112.3,486466,27.761
35,53.8647,786.147,1436.21,104780,1.44459e+006,45.9586
37,66.1543,1353.87,2541.97,164540,2.26999e+006,71.8608
38,99.5234,1576.93,3558.75,230356,3.17799e+006,113.179
39,127.959,2027.48,4575.54,296171,4.08598e+006,179.791
40,156.394,2478.02,5592.33,361986,4.99397e+006,227.404

0,23.2677,73.7884,121.662,14905.7,203616,4.28463
1,16.1771,38.9698,109.412,7725.01,105624,4.63134
11,26.2987,107.87,103.083,10369,141775,8.94332
12,29.3334,167.38,363.744,29440.3,402362,12.903
13,63.4362,664.441,617.006,57398.4,785326,31.5851
14,88.7783,1035.77,831.426,85712.7,1.17318e+006,41.8576
15,113.274,1424.64,1017.81,110520,1.51321e+006,60.8625
16,143.277,1992.21,1441.7,153187,2.09764e+006,61.3527
21,31.7066,133.076,79.2182,9077.53,124290,10.0562
22,33.8688,203.666,455.996,37504.1,512486,21.1639
23,54.2135,681.137,761.525,65918.9,901700,28.7061
24,54.6435,1339.68,1081.55,92761.9,1.26826e+006,45.8129
25,66.5949,1837.5,1329.87,120641,1.64975e+006,62.1714
27,84.4798,2595.81,1858.69,167436,2.28987e+006,83.8831
28,101.888,3545.8,2493.2,234409,3.20581e+006,128.244
29,131,4558.89,3145.27,301384,4.12175e+006,200.215
30,160.111,5571.98,3844.22,368359,5.03769e+006,255.477
33,39.6157,279.061,314.254,36148.3,494656,20.8981
35,52.0665,1036.94,1396.47,104336,1.42632e+006,34.2279
37,67.0442,1717.49,2027.69,164598,2.25044e+006,49.3854
38,87.003,2245.27,2722.19,230438,3.15061e+006,72.527
39,111.861,2886.77,3446.4,296276,4.05077e+006,109.6
40,136.72,3528.28,4212.26,362116,4.95096e+006,135.807

0,18.6802,64.4683,146.457,15665,213711,4.54199
1,14.8453,34.4773,138.46,7820.34,106719,4.91907
11,23.2324,107.161,132.466,10494.8,143216,12.6086
12,24.6779,128.263,461.162,30338.2,413950,16.1528
13,37.7368,344.194,738.419,56519.9,771444,41.8536
14,44.8684,489.722,967.139,83011.9,1.13318e+006,59.4369
15,50.6117,656.42,1166.3,105561,1.44114e+006,87.1271
16,53.0829,892.526,1655.11,145518,1.98672e+006,87.3475
21,26.2127,120.553,99.9749,8659.93,118228,16.9849
22,30.2069,169.354,589.068,38902.6,530782,32.1428
23,34.1345,320.887,950.307,65537.5,894462,40.3662
24,37.5101,499.832,1385.62,94131.4,1.28452e+006,64.4863
25,41.3859,654.754,1675.14,121411,1.65689e+006,88.3284
27,47.6146,913.414,2345.02,167926,2.29173e+006,122.389
28,50.4376,1176.37,3194.26,235097,3.20841e+006,191.706
29,64.8483,1512.47,4046.14,302267,4.12511e+006,304.682
30,79.2592,1848.59,4945.29,369438,5.04179e+006,387.036
33,40.4551,213.538,337.43,35371,482804,29.7338
35,43.4925,454.726,1767.87,106464,1.45275e+006,48.7939
37,50.762,765.441,2493.09,166989,2.27873e+006,73.5895
38,68.0724,857.066,3393.03,233784,3.19022e+006,112.505
39,87.5218,1101.94,4308.5,300578,4.10171e+006,174.324
40,106.971,1346.81,5265.95,367375,5.0132e+006,218.112

0,29.4442,101.25,91.9465,13034.7,178743,3.11813
1,17.3428,49.0739,78.0893,7490.1,102927,3.3435
11,30.2752,127.4,78.6621,10058.9,138229,7.80451
12,36.3767,275.452,285.921,27227.6,373806,9.86883
13,97.8551,1368.12,537.398,59562.7,819531,24.0005
14,147.971,2225.29,760.203,92368,1.27175e+006,31.7469
15,198.565,3096.4,958.95,122741,1.69081e+006,47.211
16,265.82,4383.35,1350,172084,2.37098e+006,48.0365
21,38.6414,179.287,67.7779,10106.5,139227,7.76605
22,39.8343,302.974,360.31,34057.8,467403,14.0105
23,80.2461,1504.94,642.811,66858.7,919538,20.6704
24,82.4198,2783.91,890.401,89387.1,1.22819e+006,32.1286
25,107.573,3870.96,1108.7,118742,1.63219e+006,40.2774
27,144.548,5495.88,1538.98,166227,2.28528e+006,51.0024
28,185.613,7625.68,2098.6,232717,3.19939e+006,72.8803
29,238.644,9804.43,2683.65,299208,4.1135e+006,107.252
30,291.676,11983.2,3280.03,365699,5.02761e+006,139.42
33,39.0598,450.04,301.616,38063.7,523862,17.4276
35,65.5685,2214.39,1132.41,99094.5,1.36119e+006,26.2965
37,92.5644,3661.51,1685.98,158709,2.18071e+006,35.0327
38,117.567,5042.87,2304.64,222193,3.053e+006,47.2663
39,151.157,6483.7,2950.19,285676,3.92527e+006,66.5882
40,184.748,7924.51,3605.78,349160,4.79756e+006,79.4833

0,21.6861,78.8907,88.7668,13520.1,185198,3.42579
1,12.6345,35.5994,72.1409,7551.06,103627,3.70581
11,24.8457,107.678,67.6859,10139.4,139149,6.00423
12,28.3399,205.599,243.86,27801.7,381216,8.78404
13,61.577,880.21,448.795,59001,810656,21.0067
14,87.1009,1411.92,630.584,90641,1.24617e+006,25.6376
15,112.827,1956.88,783.971,119570,1.64472e+006,37.5431
16,143.173,2754.92,1095.74,167180,2.30005e+006,37.9467
21,28.6494,146.376,54.3977,9839.54,135352,4.67367
22,33.3961,239.422,298.752,34952.1,479102,10.7381
23,49.7314,1035.69,519.417,66614.8,914908,17.592
24,56.7585,1581.51,742.456,90262.7,1.23859e+006,28.1761
25,71.35,2186.46,932.436,119235,1.63675e+006,34.2834
27,92.4873,3085.63,1284.09,166540,2.28647e+006,42.0601
28,112.488,4250.65,1706.47,233156,3.20105e+006,57.7187
29,144.628,5465.11,2170.32,299772,4.11564e+006,82.5632
30,176.767,6679.58,2652.62,366389,5.03022e+006,105.005
33,33.1075,339.33,254.639,37566.7,516283,12.1764
35,45.8964,1342.09,921.518,100455,1.37809e+006,20.9834
37,59.4336,2202.34,1405.61,160238,2.19881e+006,26.5911
38,70.6494,3001.82,1876.97,224332,3.07832e+006,34.8814
39,90.835,3859.48,2392.18,288427,3.95784e+006,47.6329
40,111.021,4717.14,2923.78,352522,4.83736e+006,56.3285

0,30.5804,137.78,49.7481,10673.1,147350,1.57411
1,16.6002,65.4529,35.1624,7193.6,99523.3,1.65215
11,28.8981,160.424,43.0712,9667.55,133752,3.1502
12,40.2129,435.153,162.217,24434.8,337763,4.12253
13,127.386,2367,391.261,62294.6,862707,9.55398
14,205.286,3921.86,602.87,100768,1.39617e+006,11.9192
15,283.531,5482.41,801.805,138165,1.91495e+006,17.6169
16,396.627,7813.28,1131.92,195936,2.71597e+006,18.7299
21,39.9076,241.198,48.5253,11405.4,158081,2.75103
22,39.111,440.994,203.221,29708,410500,4.76553
23,102.296,2649.85,429.364,68045,942051,7.77941
24,108.781,4677.53,538.496,85127.5,1.17761e+006,11.7521
25,148.833,6537.53,703.919,116346,1.61002e+006,13.8961
27,208.425,9320.63,981.898,164701,2.27948e+006,16.5339
28,283.669,13019.6,1348.41,230581,3.19128e+006,23.2844
29,364.717,16739.4,1732.69,296461,4.10307e+006,34.6152
30,445.765,20459.4,2117.74,362341,5.01487e+006,56.1563
33,34.0409,696.354,266.036,40481.3,560725,7.96875
35,77.3062,3881.77,688.319,92478.5,1.27898e+006,10.5481
37,121.302,6450.17,1090.52,151276,2.0927e+006,12.9101
38,162.952,9005.17,1504.36,211787,2.92978e+006,15.7601
39,209.511,11578.1,1933.32,272297,3.76687e+006,20.9806
40,256.069,14151,2362.94,332808,4.60395e+006,23.6801

0,17.7519,60.0142,146.008,15867.4,216403,4.73931
1,14.5561,32.6685,137.356,7845.78,107011,5.13438
11,22.5147,102.602,128.989,10528.4,143599,11.4274
12,23.667,111.747,447.87,30577.7,417042,15.5713
13,34.7109,246.355,716.062,56285.8,767742,39.9
14,40.0636,327.093,935.959,82291.5,1.12251e+006,55.6346
15,43.7895,428.557,1126.14,104238,1.42192e+006,80.6538
16,43.8653,568.013,1601.61,143472,1.95714e+006,80.8508
21,25.17,112.303,95.8187,8548.55,116612,15.4661
22,29.026,153.411,568.255,39275.8,535663,30.5489
23,31.6631,211.957,914.955,65435.8,892532,38.4861
24,34.1198,341.315,1329.73,94496.8,1.28886e+006,61.2369
25,36.6278,432.339,1614.68,121617,1.65879e+006,84.7931
27,40.8974,595.934,2263.25,168058,2.29223e+006,117.012
28,41.5904,732.387,3050.04,235281,3.20912e+006,182.258
29,53.4735,941.64,3844.29,302504,4.126e+006,288.048
30,65.3564,1150.89,4698.58,369726,5.04289e+006,364.443
33,39.6599,188.901,333.762,35163.7,479643,28.2095
35,41.3293,301.079,1711.98,107031,1.4598e+006,45.7806
37,47.3694,510.098,2425.67,167626,2.28629e+006,68.7944
38,64.0255,496.495,3263.13,234676,3.2008e+006,104.791
39,82.3187,638.351,4126.89,301726,4.1153e+006,161.846
40,100.612,780.208,5043.97,368777,5.02981e+006,202.263

0,14.0686,55.1083,134.868,15951.1,217515,5.05483
1,12.9465,31.3535,125.526,7856.27,107131,5.48179
11,19.1582,98.5053,113.672,10542.3,143758,7.33704
12,20.5605,104.077,384.475,30676.6,418318,13.5235
13,26.8189,199.569,614.044,56189,766213,32.2521
14,29.6755,256.963,797.379,81994,1.1181e+006,41.2941
15,30.027,332.072,956.542,103692,1.41398e+006,61.0107
16,28.3136,438.765,1375.46,142627,1.94492e+006,61.1788
21,20.917,103.559,81.9875,8502.56,115944,9.21574
22,24.4726,141.796,478.21,39429.8,537677,24.0099
23,25.0485,166.348,765.142,65393.8,891733,30.2416
24,27.5346,233.509,1091.13,94647.6,1.29065e+006,49.4253
25,28.3432,282.859,1343.58,121702,1.65957e+006,74.1939
27,30.5089,388.696,1903.52,168112,2.29243e+006,104.902
28,31.1771,451.999,2484.22,235356,3.2094e+006,168.643
29,40.0848,581.141,3065.97,302601,4.12637e+006,275.017
30,48.9927,710.285,3747.3,369845,5.04334e+006,353.176
33,35.9775,176.38,298.853,35078.1,478337,17.6679
35,36.0795,232.916,1449.25,107265,1.46271e+006,32.5909
37,41.438,404.733,2071.32,167890,2.2894e+006,50.7113
38,60.0212,345.295,2695.25,235045,3.20516e+006,80.0737
39,77.1704,443.951,3351.59,302200,4.12091e+006,128.267
40,94.3194,542.607,4096.4,369356,5.03667e+006,163.359
